MEMORY:,,* ALMEMO Control * Ver. AC-6.0.3.1 - 16.11.2017 13:00:56 * 06.08.2020 15:11:19                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,,,,,,,,
ALMEMO,K:,,,,,,,,,,,,,
V7,BEREICH:,P204,Ntc ,P Uw,P td,P tw,Ntc ,HcrH,H td,H r ,NiCr,NiCr,NiCr,D2.6
710,KOMMENTAR:,WBGT,Psychromet,Feuchte,Taupunkt,Feuchttemp,Temp_T5,Feuchte_T5,TP_T5,Mischung,blatt aktu,blatt dry,blatt wet,quantum
V7,GW-MAX:,,,,,,,,,,,,,
$000016,GW-MIN:,,,,,,,,,,,,,
DATUM:,ZEIT:,M0.0 °C,M1.0 °C,M1.1 %H,M1.2 °C,M1.3 °C,M2.0 °C,M2.1 %H,M2.2 °C,M2.3 gk,M3.0 °C,M4.0 °C,M5.0 °C,M7.0 Wm
06.08.2020,12:43:51,35.57,30.44,34.5,13.2,19.23,31.95,30.2,12.4,8.9,28.7,30.2,24.4,210
06.08.2020,12:44:01,35.57,30.54,34.8,13.4,19.36,32.00,30.4,12.6,9.0,28.6,30.2,24.5,201
06.08.2020,12:44:11,35.57,30.54,35.3,13.6,19.45,32.06,31.7,13.3,9.4,28.6,30.2,24.6,194
06.08.2020,12:44:21,35.57,30.56,35.6,13.7,19.54,32.10,30.1,12.5,9.0,28.7,30.4,24.6,189
06.08.2020,12:44:31,35.57,30.75,35.7,13.9,19.69,32.17,30.9,13.0,9.3,28.5,30.5,24.7,183
06.08.2020,12:44:41,35.57,30.89,35.8,14.1,19.82,32.21,30.0,12.6,9.0,28.3,30.7,24.9,179
06.08.2020,12:44:51,35.57,30.85,35.8,14.1,19.80,32.25,29.1,12.1,8.8,28.2,30.8,25.1,175
06.08.2020,12:45:01,35.58,30.78,35.9,14.1,19.77,32.27,29.8,12.5,9.0,28.1,30.8,25.2,171
06.08.2020,12:45:11,35.58,30.77,36.3,14.2,19.85,32.29,31.9,13.6,9.6,28.5,30.9,25.2,168
06.08.2020,12:45:21,35.59,30.76,37.0,14.5,19.99,32.30,31.2,13.2,9.4,28.7,31.0,25.4,167
06.08.2020,12:45:31,35.60,30.82,37.3,14.7,20.10,32.32,31.9,13.6,9.6,28.5,31.0,25.5,166
06.08.2020,12:45:41,35.60,30.88,37.2,14.7,20.12,32.32,30.8,13.1,9.3,28.3,30.9,25.6,166
06.08.2020,12:45:51,35.61,30.99,36.6,14.5,20.07,32.32,29.3,12.3,8.9,28.2,31.0,25.5,167
06.08.2020,12:46:01,35.62,31.02,36.6,14.6,20.09,32.34,30.8,13.1,9.3,28.4,31.1,25.6,169
06.08.2020,12:46:11,35.63,30.97,37.1,14.7,20.17,32.36,32.7,14.0,9.9,28.8,31.3,25.7,173
06.08.2020,12:46:21,35.64,30.91,37.4,14.8,20.18,32.36,32.0,13.7,9.7,29.0,31.4,25.8,177
06.08.2020,12:46:31,35.65,30.92,37.4,14.8,20.19,32.37,32.8,14.1,10.0,29.3,31.3,25.8,181
06.08.2020,12:46:41,35.67,30.92,37.8,15.0,20.28,32.38,34.5,14.9,10.5,29.4,31.5,26.1,184
06.08.2020,12:46:51,35.68,30.91,37.6,14.9,20.23,32.38,30.8,13.1,9.3,29.3,31.4,26.2,187
06.08.2020,12:47:01,35.69,30.95,37.2,14.8,20.17,32.38,30.5,13.0,9.3,29.5,31.0,26.2,188
06.08.2020,12:47:11,35.71,30.90,37.1,14.7,20.10,32.40,30.5,13.0,9.3,29.5,30.7,26.0,188
06.08.2020,12:47:21,35.72,30.42,37.3,14.3,19.77,32.40,28.7,12.0,8.7,29.2,30.6,25.8,187
06.08.2020,12:47:31,35.75,30.26,35.7,13.5,19.33,32.37,28.3,11.8,8.6,28.7,30.4,25.6,183
06.08.2020,12:47:41,35.76,30.21,34.9,13.1,19.13,32.33,28.7,12.0,8.7,28.7,30.4,25.5,179
06.08.2020,12:47:51,35.76,30.30,34.4,13.0,19.08,32.32,28.1,11.7,8.5,28.7,30.4,25.4,172
06.08.2020,12:48:01,35.76,30.26,34.8,13.1,19.15,32.33,30.1,12.7,9.1,28.6,30.4,25.3,166
06.08.2020,12:48:11,35.77,30.17,35.1,13.2,19.14,32.34,30.3,12.8,9.2,28.7,30.3,25.3,159
06.08.2020,12:48:21,35.78,30.10,35.1,13.1,19.08,32.35,27.4,11.3,8.3,28.6,30.4,25.3,154
06.08.2020,12:48:31,35.79,30.07,34.6,12.9,18.97,32.34,28.0,11.6,8.5,28.5,30.3,25.2,149
06.08.2020,12:48:41,35.80,30.24,34.4,13.0,19.06,32.35,28.4,11.8,8.6,28.3,30.5,24.9,147
06.08.2020,12:48:51,35.81,30.38,34.3,13.0,19.12,32.38,27.6,11.4,8.4,28.2,30.6,24.9,144
06.08.2020,12:49:01,35.82,30.50,34.0,13.0,19.14,32.41,28.9,12.2,8.8,27.9,30.5,24.8,143
06.08.2020,12:49:11,35.83,30.54,33.9,13.0,19.15,32.40,27.6,11.5,8.4,27.8,30.4,24.7,141
06.08.2020,12:49:21,35.84,30.73,33.6,13.0,19.23,32.40,27.7,11.5,8.4,27.7,30.6,24.8,140
06.08.2020,12:49:31,35.84,30.82,33.6,13.1,19.29,32.41,27.8,11.6,8.4,27.5,30.6,25.0,140
06.08.2020,12:49:41,35.86,30.78,33.7,13.1,19.29,32.41,29.0,12.2,8.8,27.4,30.6,25.0,139
06.08.2020,12:49:51,35.87,30.52,35.2,13.5,19.43,32.40,31.8,13.6,9.7,27.6,30.7,25.1,139
06.08.2020,12:50:01,35.88,30.39,36.1,13.8,19.52,32.37,31.3,13.3,9.5,27.9,30.9,25.3,138
06.08.2020,12:50:11,35.90,30.16,36.9,13.9,19.50,32.35,31.6,13.5,9.6,28.0,30.9,25.6,138
06.08.2020,12:50:21,35.91,30.02,36.5,13.6,19.32,32.30,29.8,12.5,9.0,28.2,30.9,25.5,137
06.08.2020,12:50:31,35.91,30.03,35.5,13.2,19.11,32.24,27.1,11.0,8.1,28.3,30.9,25.6,137
06.08.2020,12:50:41,35.92,30.01,34.9,12.9,18.97,32.20,28.8,11.9,8.6,28.4,31.0,25.7,137
06.08.2020,12:50:51,35.93,30.00,34.4,12.7,18.86,32.16,29.2,12.1,8.7,28.6,30.9,25.7,137
06.08.2020,12:51:01,35.94,30.00,34.4,12.7,18.87,32.13,28.1,11.5,8.4,28.7,30.9,25.7,137
06.08.2020,12:51:11,35.95,30.06,33.7,12.5,18.75,32.10,27.7,11.2,8.3,28.4,30.9,25.7,137
06.08.2020,12:51:21,35.96,30.15,32.8,12.1,18.63,32.08,27.7,11.2,8.2,28.2,30.8,25.6,136
06.08.2020,12:51:31,35.96,30.14,33.1,12.3,18.69,32.08,28.2,11.5,8.4,28.5,30.7,25.6,136
06.08.2020,12:51:41,35.97,30.20,33.6,12.5,18.84,32.09,28.5,11.7,8.5,28.6,30.7,25.7,136
06.08.2020,12:51:51,35.97,30.30,33.7,12.7,18.93,32.11,29.1,12.0,8.7,28.4,30.5,25.7,136
06.08.2020,12:52:01,35.98,30.39,34.4,13.1,19.15,32.13,29.9,12.4,8.9,28.2,30.3,25.7,135
06.08.2020,12:52:11,35.98,30.65,33.6,12.9,19.17,32.15,27.8,11.3,8.3,28.0,30.2,25.7,135
06.08.2020,12:52:21,35.99,30.68,33.5,12.9,19.18,32.18,28.4,11.7,8.5,27.7,30.0,25.7,134
06.08.2020,12:52:31,36.00,30.42,33.9,12.9,19.07,32.18,28.8,11.9,8.6,27.7,29.9,25.7,134
06.08.2020,12:52:41,36.01,30.38,33.7,12.7,19.00,32.17,28.9,12.0,8.7,27.9,29.9,25.5,134
06.08.2020,12:52:51,36.01,30.13,33.9,12.6,18.86,32.14,28.6,11.8,8.5,27.9,29.8,25.4,134
06.08.2020,12:53:01,36.03,29.91,34.3,12.6,18.78,32.10,28.9,11.9,8.6,27.8,29.8,25.3,134
06.08.2020,12:53:11,36.03,29.98,34.1,12.6,18.79,32.05,28.7,11.7,8.5,28.0,29.9,25.3,134
06.08.2020,12:53:21,36.03,30.24,33.4,12.5,18.85,32.03,28.7,11.7,8.5,28.1,30.0,25.4,134
06.08.2020,12:53:31,36.03,30.43,33.4,12.6,18.96,32.04,30.2,12.5,9.0,28.0,30.1,25.4,133
06.08.2020,12:53:41,36.04,30.41,33.9,12.9,19.06,32.04,31.3,13.1,9.3,28.2,30.1,25.3,133
06.08.2020,12:53:51,36.04,30.07,35.6,13.3,19.16,32.02,31.0,12.9,9.2,28.6,30.2,25.4,133
06.08.2020,12:54:01,36.04,30.00,35.5,13.2,19.09,31.99,28.2,11.4,8.4,28.8,30.5,25.5,133
06.08.2020,12:54:11,36.04,30.04,34.5,12.8,18.90,31.97,28.2,11.4,8.3,28.8,30.7,25.8,133
06.08.2020,12:54:21,36.05,30.06,33.6,12.4,18.75,31.94,27.8,11.2,8.2,28.7,30.8,25.7,133
06.08.2020,12:54:31,36.05,30.07,33.1,12.2,18.65,31.90,28.4,11.5,8.4,28.7,30.9,25.7,133
06.08.2020,12:54:41,36.06,29.90,33.7,12.3,18.65,31.86,30.0,12.3,8.8,28.8,30.9,25.7,132
06.08.2020,12:54:51,36.06,29.88,33.6,12.2,18.60,31.81,28.2,11.3,8.3,28.8,30.8,25.7,132
06.08.2020,12:55:01,36.06,29.88,33.2,12.1,18.52,31.76,27.7,11.0,8.1,28.7,30.8,25.6,132
06.08.2020,12:55:11,36.06,29.89,32.8,11.9,18.45,31.72,27.7,10.9,8.1,28.6,30.8,25.6,132
06.08.2020,12:55:21,36.06,29.90,32.7,11.9,18.44,31.70,28.0,11.1,8.2,28.6,30.7,25.6,132
06.08.2020,12:55:31,36.06,29.97,32.6,11.9,18.46,31.69,28.6,11.4,8.3,28.7,30.7,25.5,132
06.08.2020,12:55:41,36.06,30.12,32.4,11.9,18.52,31.68,28.7,11.4,8.4,28.8,30.8,25.4,132
06.08.2020,12:55:51,36.06,30.18,32.6,12.1,18.61,31.70,28.7,11.4,8.4,28.8,30.9,25.6,132
06.08.2020,12:56:01,36.07,30.15,33.1,12.2,18.70,31.71,30.1,12.2,8.8,28.6,30.9,25.7,132
06.08.2020,12:56:11,36.07,30.15,34.1,12.7,18.92,31.72,30.6,12.4,8.9,28.6,30.8,25.8,132
06.08.2020,12:56:21,36.07,30.10,34.9,13.0,19.04,31.73,30.1,12.2,8.8,28.9,30.8,25.8,131
06.08.2020,12:56:31,36.08,30.31,34.9,13.2,19.21,31.77,31.2,12.8,9.1,29.4,30.8,25.9,132
06.08.2020,12:56:41,36.08,30.49,35.4,13.6,19.45,31.81,32.9,13.6,9.7,29.6,30.9,26.1,131
06.08.2020,12:56:51,36.09,30.58,36.4,14.1,19.73,31.86,33.6,14.0,9.9,29.6,30.9,26.2,131
06.08.2020,12:57:01,36.10,30.60,37.8,14.7,20.03,31.89,32.1,13.3,9.5,29.5,30.9,26.2,131
06.08.2020,12:57:11,36.12,30.47,39.5,15.3,20.29,31.92,35.8,15.0,10.6,29.6,30.7,26.2,131
06.08.2020,12:57:21,36.14,30.33,40.7,15.6,20.43,31.93,34.6,14.5,10.2,29.8,30.8,26.4,131
06.08.2020,12:57:31,36.16,30.31,40.1,15.4,20.28,31.94,31.3,13.0,9.3,29.9,30.8,26.5,131
06.08.2020,12:57:41,36.17,30.34,39.6,15.2,20.20,31.97,31.4,13.0,9.3,29.9,30.8,26.5,131
06.08.2020,12:57:51,36.18,30.35,39.4,15.1,20.17,31.99,32.2,13.4,9.6,29.9,30.8,26.3,131
06.08.2020,12:58:01,36.20,30.52,39.1,15.2,20.24,32.00,33.9,14.2,10.1,29.9,30.9,26.4,131
06.08.2020,12:58:11,36.22,30.58,39.8,15.5,20.42,32.00,32.3,13.5,9.6,30.0,30.9,26.4,131
06.08.2020,12:58:21,36.23,30.59,40.5,15.8,20.58,32.01,34.0,14.3,10.1,29.9,31.1,26.4,132
06.08.2020,12:58:31,36.25,30.70,40.0,15.7,20.56,32.01,31.0,12.9,9.2,29.4,31.2,26.5,132
06.08.2020,12:58:41,36.28,30.64,40.2,15.7,20.55,32.02,33.5,14.1,10.0,29.2,31.2,26.5,132
06.08.2020,12:58:51,36.30,30.68,40.2,15.8,20.60,32.02,32.6,13.7,9.7,29.0,31.3,26.6,132
06.08.2020,12:59:01,36.33,30.77,40.3,15.8,20.67,32.03,32.8,13.8,9.8,29.2,31.3,26.9,132
06.08.2020,12:59:11,36.35,30.82,40.6,16.0,20.78,32.04,36.8,15.6,11.0,29.1,31.1,27.0,132
06.08.2020,12:59:21,36.38,30.95,40.2,16.0,20.79,32.04,31.7,13.3,9.4,28.9,31.0,27.1,132
06.08.2020,12:59:31,36.39,30.92,40.0,15.9,20.74,32.05,33.2,14.0,9.9,28.8,31.0,27.1,132
06.08.2020,12:59:41,36.42,30.82,39.1,15.4,20.47,32.04,30.3,12.6,9.0,28.6,31.0,27.2,132
06.08.2020,12:59:51,36.45,30.72,37.0,14.5,19.96,32.02,28.1,11.4,8.3,28.7,30.9,26.9,132
06.08.2020,13:00:01,36.47,30.80,36.4,14.3,19.88,32.01,28.9,11.8,8.6,28.7,30.8,26.7,132
06.08.2020,13:00:11,36.50,30.74,36.4,14.3,19.85,32.01,31.2,13.0,9.3,28.5,30.6,26.5,132
06.08.2020,13:00:21,36.52,30.53,37.1,14.3,19.82,31.99,31.6,13.2,9.4,28.8,30.5,26.5,133
06.08.2020,13:00:31,36.54,30.37,36.8,14.1,19.64,31.96,29.1,11.9,8.6,28.9,30.5,26.6,133
06.08.2020,13:00:41,36.56,30.37,34.8,13.2,19.22,31.92,27.5,11.0,8.1,28.6,30.4,26.3,133
06.08.2020,13:00:51,36.58,30.35,34.2,13.0,19.09,31.88,28.0,11.2,8.2,28.7,30.3,26.3,133
06.08.2020,13:01:01,36.60,30.34,34.3,13.0,19.09,31.85,29.0,11.7,8.5,28.9,30.3,26.2,133
06.08.2020,13:01:11,36.63,30.33,34.6,13.1,19.17,31.82,30.3,12.4,8.9,28.8,30.2,26.2,134
06.08.2020,13:01:21,36.65,30.42,34.9,13.3,19.29,31.80,29.4,11.9,8.6,28.5,30.2,26.2,134
06.08.2020,13:01:31,36.67,30.27,34.7,13.1,19.12,31.77,31.7,13.0,9.3,28.3,29.8,25.9,134
06.08.2020,13:01:41,36.68,30.38,34.0,12.9,19.07,31.73,28.9,11.6,8.4,28.5,29.8,25.7,135
06.08.2020,13:01:51,36.70,30.49,33.9,12.9,19.13,31.72,31.2,12.7,9.1,28.4,29.7,25.5,135
06.08.2020,13:02:01,36.70,30.33,34.5,13.1,19.14,31.70,30.9,12.6,9.0,28.3,29.3,25.3,135
06.08.2020,13:02:11,36.70,30.21,34.9,13.1,19.12,31.65,30.9,12.5,9.0,28.4,29.4,25.4,136
06.08.2020,13:02:21,36.71,30.21,35.2,13.3,19.20,31.61,29.8,11.9,8.6,28.6,29.6,25.8,136
06.08.2020,13:02:31,36.72,30.18,35.8,13.5,19.31,31.58,33.0,13.5,9.6,28.3,29.5,25.6,136
06.08.2020,13:02:41,36.72,30.08,35.8,13.4,19.22,31.54,29.8,11.9,8.6,27.8,29.1,25.2,137
06.08.2020,13:02:51,36.72,30.10,34.9,13.0,19.03,31.49,29.5,11.7,8.5,27.5,29.1,25.0,137
06.08.2020,13:03:01,36.72,29.97,35.0,12.9,18.95,31.44,30.3,12.0,8.7,27.5,29.0,24.9,137
06.08.2020,13:03:11,36.71,30.00,34.2,12.6,18.82,31.39,28.2,10.9,8.1,27.4,29.4,25.2,138
06.08.2020,13:03:21,36.70,29.94,33.6,12.3,18.65,31.36,29.1,11.4,8.3,27.3,29.6,25.1,138
06.08.2020,13:03:31,36.70,29.95,32.4,11.8,18.41,31.33,27.8,10.6,7.9,27.5,29.8,25.1,138
06.08.2020,13:03:41,36.70,29.98,32.0,11.6,18.33,31.30,28.5,11.0,8.1,27.5,30.1,25.3,139
06.08.2020,13:03:51,36.68,30.00,32.0,11.6,18.35,31.27,28.3,10.9,8.0,27.4,30.3,25.4,139
06.08.2020,13:04:01,36.67,29.90,32.5,11.8,18.39,31.25,31.0,12.2,8.8,27.6,30.3,25.6,139
06.08.2020,13:04:11,36.66,29.87,33.4,12.2,18.56,31.22,29.9,11.7,8.5,27.7,30.3,25.6,140
06.08.2020,13:04:21,36.65,29.84,33.4,12.1,18.52,31.19,27.4,10.3,7.7,27.3,30.2,25.6,140
06.08.2020,13:04:31,36.63,29.93,32.5,11.8,18.41,31.17,27.6,10.4,7.8,27.5,30.4,25.5,141
06.08.2020,13:04:41,36.62,29.92,32.7,11.9,18.44,31.17,28.3,10.8,8.0,27.7,30.5,25.8,141
06.08.2020,13:04:51,36.60,29.89,32.7,11.9,18.43,31.16,28.6,10.9,8.1,27.9,30.5,25.7,141
06.08.2020,13:05:01,36.59,29.84,33.2,12.1,18.50,31.15,28.9,11.1,8.2,28.1,30.5,25.9,142
06.08.2020,13:05:11,36.58,29.81,33.2,12.0,18.48,31.12,28.4,10.8,8.0,28.1,30.5,25.8,142
06.08.2020,13:05:21,36.57,29.63,33.8,12.1,18.46,31.11,30.4,11.8,8.6,28.2,30.2,25.8,142
06.08.2020,13:05:31,36.56,29.54,34.1,12.2,18.46,31.08,30.6,11.9,8.6,28.2,29.8,25.7,143
06.08.2020,13:05:41,36.56,29.53,34.4,12.3,18.52,31.05,29.4,11.2,8.3,28.3,29.8,25.6,143
06.08.2020,13:05:51,36.55,29.69,33.6,12.1,18.46,31.04,28.4,10.7,8.0,28.3,30.0,25.7,144
06.08.2020,13:06:01,36.55,29.77,33.2,12.0,18.45,31.05,29.4,11.2,8.3,28.5,30.1,25.8,145
06.08.2020,13:06:11,36.54,29.78,33.2,12.0,18.45,31.07,28.4,10.7,8.0,28.3,30.2,25.9,146
06.08.2020,13:06:21,36.54,29.63,32.3,11.4,18.15,31.05,28.0,10.5,7.9,27.7,30.0,25.7,147
06.08.2020,13:06:31,36.54,29.62,31.8,11.2,18.03,31.01,27.8,10.4,7.8,27.7,29.8,25.4,148
06.08.2020,13:06:41,36.53,29.65,31.9,11.3,18.09,30.98,30.1,11.5,8.4,27.7,29.6,25.1,150
06.08.2020,13:06:51,36.51,29.82,32.6,11.8,18.36,30.96,30.5,11.7,8.5,27.8,29.8,25.2,152
06.08.2020,13:07:01,36.50,30.10,33.2,12.3,18.69,30.98,30.3,11.6,8.5,27.9,29.9,25.5,155
06.08.2020,13:07:11,36.49,29.90,33.0,12.0,18.49,30.97,28.4,10.7,7.9,27.6,29.9,25.4,159
06.08.2020,13:07:21,36.48,29.79,32.5,11.7,18.31,30.94,27.9,10.4,7.8,27.4,29.8,25.2,163
06.08.2020,13:07:31,36.46,29.82,32.2,11.5,18.26,30.92,29.2,11.0,8.1,27.6,29.9,25.2,167
06.08.2020,13:07:41,36.45,29.92,32.6,11.8,18.44,30.92,30.3,11.6,8.4,28.0,30.2,25.3,172
06.08.2020,13:07:51,36.44,30.19,32.7,12.1,18.64,30.95,27.5,10.2,7.7,28.0,30.4,25.6,177
06.08.2020,13:08:01,36.43,30.41,31.9,11.9,18.63,30.99,27.8,10.4,7.8,27.9,30.5,25.5,180
06.08.2020,13:08:11,36.42,30.63,31.5,12.0,18.71,31.04,28.0,10.5,7.9,27.7,30.6,25.7,183
06.08.2020,13:08:21,36.42,30.85,31.5,12.1,18.85,31.10,29.1,11.1,8.2,27.7,30.7,25.9,187
06.08.2020,13:08:31,36.42,30.99,31.9,12.4,19.04,31.16,31.7,12.5,9.0,27.8,30.9,26.0,189
06.08.2020,13:08:41,36.42,31.02,32.8,12.9,19.28,31.20,31.5,12.4,8.9,27.9,31.0,26.3,189
06.08.2020,13:08:51,36.42,31.01,33.8,13.4,19.49,31.24,32.4,12.9,9.2,27.9,31.2,26.5,189
06.08.2020,13:09:01,36.43,30.96,34.8,13.8,19.67,31.27,32.3,12.9,9.2,28.2,31.4,26.7,187
06.08.2020,13:09:11,36.44,31.01,35.4,14.1,19.83,31.31,31.8,12.7,9.1,28.6,31.6,26.8,185
06.08.2020,13:09:21,36.45,31.13,35.5,14.2,19.94,31.35,31.6,12.6,9.0,28.5,31.7,27.1,184
06.08.2020,13:09:31,36.47,31.15,35.0,14.0,19.84,31.38,29.6,11.6,8.5,28.4,31.5,27.1,183
06.08.2020,13:09:41,36.49,31.13,34.3,13.6,19.66,31.42,31.5,12.6,9.0,28.5,31.4,27.0,182
06.08.2020,13:09:51,36.51,31.07,33.9,13.4,19.54,31.47,32.1,12.9,9.2,28.8,31.4,27.0,181
06.08.2020,13:10:01,36.53,31.09,34.4,13.7,19.66,31.50,31.5,12.7,9.1,28.8,31.5,27.1,182
06.08.2020,13:10:11,36.54,31.12,34.9,13.9,19.80,31.53,33.1,13.5,9.6,28.9,31.6,27.2,183
06.08.2020,13:10:21,36.56,31.16,35.1,14.1,19.88,31.56,30.5,12.2,8.8,28.8,31.5,27.3,186
06.08.2020,13:10:31,36.59,31.14,35.4,14.2,19.93,31.58,30.1,12.1,8.7,29.1,31.2,27.3,190
06.08.2020,13:10:41,36.63,31.15,35.5,14.2,19.96,31.60,29.6,11.8,8.6,29.3,31.2,27.1,194
06.08.2020,13:10:51,36.65,31.19,35.7,14.4,20.04,31.63,32.6,13.3,9.5,29.2,31.0,27.1,200
06.08.2020,13:11:01,36.68,31.03,35.3,14.0,19.82,31.64,27.8,10.9,8.1,29.2,30.9,26.8,208
06.08.2020,13:11:11,36.70,30.97,33.8,13.3,19.45,31.64,27.8,10.9,8.1,29.1,30.8,26.5,220
06.08.2020,13:11:21,36.73,30.91,33.4,13.1,19.32,31.63,27.7,10.8,8.0,29.0,30.7,26.2,231
06.08.2020,13:11:31,36.74,30.87,32.9,12.8,19.18,31.62,28.0,11.0,8.1,29.0,30.8,26.2,240
06.08.2020,13:11:41,36.76,30.93,32.3,12.6,19.10,31.61,28.0,11.0,8.1,29.2,30.8,26.1,250
06.08.2020,13:11:51,36.80,31.02,32.3,12.6,19.15,31.62,27.9,10.9,8.1,29.3,30.9,26.2,253
06.08.2020,13:12:01,36.83,31.02,32.5,12.7,19.20,31.65,28.3,11.2,8.2,29.0,30.9,26.2,265
06.08.2020,13:12:11,36.85,30.90,32.4,12.6,19.10,31.67,28.3,11.2,8.2,28.8,30.9,26.2,274
06.08.2020,13:12:21,36.86,30.72,32.4,12.4,18.96,31.68,28.4,11.3,8.3,28.5,30.9,26.2,287
06.08.2020,13:12:31,36.88,30.55,32.7,12.4,18.91,31.66,29.5,11.8,8.6,28.6,30.9,25.9,287
06.08.2020,13:12:41,36.90,30.53,33.1,12.6,18.98,31.64,28.7,11.4,8.3,28.8,31.0,26.1,298
06.08.2020,13:12:51,36.92,30.61,32.9,12.6,19.00,31.64,28.8,11.4,8.4,28.5,31.2,26.2,305
06.08.2020,13:13:01,36.94,30.67,33.4,12.9,19.16,31.67,28.7,11.4,8.4,28.5,31.3,26.2,303
06.08.2020,13:13:11,36.96,30.98,32.9,12.9,19.27,31.71,29.5,11.9,8.6,28.3,31.3,27.3,299
06.08.2020,13:13:21,36.97,31.19,32.9,13.1,19.41,31.76,29.1,11.7,8.5,28.1,31.3,28.0,301
06.08.2020,13:13:31,36.99,31.24,33.1,13.2,19.51,31.81,31.2,12.8,9.2,28.2,31.3,27.4,298
06.08.2020,13:13:41,37.01,31.35,33.3,13.4,19.62,31.85,32.2,13.3,9.5,28.5,31.3,26.7,292
06.08.2020,13:13:51,37.02,31.30,34.6,14.0,19.87,31.89,32.2,13.4,9.5,28.7,31.4,26.2,280
06.08.2020,13:14:01,37.03,31.20,35.6,14.3,20.02,31.90,29.8,12.2,8.8,28.7,31.4,25.9,270
06.08.2020,13:14:11,37.05,31.10,35.8,14.3,19.98,31.91,31.5,13.0,9.3,28.4,31.4,25.6,259
06.08.2020,13:14:21,37.07,31.13,35.7,14.3,19.99,31.91,30.7,12.6,9.1,28.3,31.3,25.5,248
06.08.2020,13:14:31,37.09,30.98,36.0,14.3,19.93,31.89,29.5,12.0,8.7,28.3,31.1,25.3,237
06.08.2020,13:14:41,37.10,30.82,36.3,14.3,19.87,31.86,32.7,13.6,9.6,28.8,30.9,25.0,226
06.08.2020,13:14:51,37.12,30.75,37.1,14.5,19.99,31.84,31.1,12.8,9.1,29.2,30.9,25.0,216
06.08.2020,13:15:01,37.14,30.78,37.2,14.6,20.04,31.83,32.5,13.5,9.6,29.5,30.7,24.9,207
06.08.2020,13:15:11,37.16,31.06,36.2,14.4,20.03,31.83,28.5,11.4,8.4,29.8,30.7,25.0,200
06.08.2020,13:15:21,37.16,31.20,36.0,14.5,20.11,31.86,33.8,14.1,10.0,30.0,30.9,25.0,196
06.08.2020,13:15:31,37.18,31.38,35.8,14.6,20.21,31.90,32.4,13.5,9.6,30.2,31.0,25.0,195
06.08.2020,13:15:41,37.21,31.48,35.9,14.7,20.29,31.93,30.9,12.8,9.1,29.9,31.0,25.2,196
06.08.2020,13:15:51,37.24,31.55,36.1,14.8,20.38,31.97,30.1,12.4,8.9,29.6,31.0,25.3,193
06.08.2020,13:16:01,37.26,31.38,36.3,14.7,20.29,32.00,30.8,12.8,9.1,29.5,31.0,25.4,195
06.08.2020,13:16:11,37.28,31.25,35.1,14.1,19.95,31.99,28.5,11.6,8.4,29.3,31.0,25.2,198
06.08.2020,13:16:21,37.30,31.16,34.7,13.9,19.78,31.99,29.4,12.1,8.7,29.2,30.9,24.8,203
06.08.2020,13:16:31,37.32,30.96,33.2,13.0,19.30,31.96,27.1,10.8,8.0,28.9,30.7,24.5,209
06.08.2020,13:16:41,37.33,30.82,32.5,12.6,19.06,31.93,28.3,11.4,8.4,29.0,30.5,24.2,221
06.08.2020,13:16:51,37.33,30.71,32.4,12.4,18.96,31.90,28.4,11.5,8.4,29.1,30.5,24.2,231
06.08.2020,13:17:01,37.34,30.73,31.9,12.2,18.86,31.87,27.7,11.1,8.1,29.0,30.7,24.2,239
06.08.2020,13:17:11,37.34,30.53,32.4,12.3,18.82,31.83,29.2,11.8,8.6,29.1,30.8,24.1,249
06.08.2020,13:17:21,37.35,30.56,32.6,12.4,18.88,31.80,29.1,11.7,8.5,29.3,30.9,24.1,259
06.08.2020,13:17:31,37.35,30.46,33.4,12.7,18.98,31.79,29.7,12.0,8.7,29.4,31.0,24.2,270
06.08.2020,13:17:41,37.36,30.35,33.8,12.7,18.99,31.77,29.2,11.8,8.5,29.3,30.9,24.1,281
06.08.2020,13:17:51,37.35,30.38,33.9,12.8,19.04,31.76,29.2,11.8,8.5,29.4,31.0,24.1,293
06.08.2020,13:18:01,37.36,30.50,33.6,12.8,19.07,31.77,28.5,11.4,8.3,29.5,31.2,24.2,300
06.08.2020,13:18:11,37.36,30.51,34.0,13.0,19.15,31.80,29.3,11.8,8.6,29.4,31.3,24.3,307
06.08.2020,13:18:21,37.37,30.45,34.4,13.1,19.19,31.82,28.7,11.5,8.4,29.4,31.3,24.4,310
06.08.2020,13:18:31,37.37,30.43,33.7,12.8,19.04,31.83,28.5,11.4,8.4,29.3,31.4,24.5,312
06.08.2020,13:18:41,37.38,30.43,33.5,12.7,18.99,31.84,28.1,11.2,8.3,29.4,31.3,24.5,309
06.08.2020,13:18:51,37.38,30.38,33.0,12.4,18.85,31.84,26.7,10.5,7.8,29.3,31.2,24.5,305
06.08.2020,13:19:01,37.38,30.45,31.4,11.7,18.54,31.81,26.5,10.3,7.8,28.5,31.1,24.6,300
06.08.2020,13:19:11,37.38,30.41,30.7,11.4,18.37,31.78,28.1,11.2,8.2,28.7,30.9,24.5,292
06.08.2020,13:19:21,37.37,30.29,31.4,11.6,18.43,31.75,28.0,11.1,8.2,28.9,30.8,24.4,284
