MEMORY:,,* ALMEMO Control * Ver. AC-6.0.3.1 - 16.11.2017 13:00:56 * 06.08.2020 15:11:19                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,,,,,,,,
ALMEMO,K:,,,,,,,,,,,,,
V7,BEREICH:,P204,Ntc ,P Uw,P td,P tw,Ntc ,HcrH,H td,H r ,NiCr,NiCr,NiCr,D2.6
710,KOMMENTAR:,WBGT,Psychromet,Feuchte,Taupunkt,Feuchttemp,Temp_T5,Feuchte_T5,TP_T5,Mischung,blatt aktu,blatt dry,blatt wet,quantum
V7,GW-MAX:,,,,,,,,,,,,,
$000016,GW-MIN:,,,,,,,,,,,,,
DATUM:,ZEIT:,M0.0 °C,M1.0 °C,M1.1 %H,M1.2 °C,M1.3 °C,M2.0 °C,M2.1 %H,M2.2 °C,M2.3 gk,M3.0 °C,M4.0 °C,M5.0 °C,M7.0 Wm
06.08.2020,09:45:31,25.17,23.49,53.5,13.6,17.15,23.74,45.9,11.5,8.4,21.7,22.5,21.0,35
06.08.2020,09:45:41,25.18,23.36,53.4,13.5,17.03,23.73,46.5,11.7,8.5,21.6,22.5,20.5,35
06.08.2020,09:45:51,25.19,23.35,53.5,13.5,17.05,23.72,46.0,11.5,8.4,21.6,22.4,20.1,35
06.08.2020,09:46:01,25.19,23.34,53.0,13.3,16.96,23.71,45.9,11.5,8.4,21.6,22.4,19.9,35
06.08.2020,09:46:11,25.20,23.31,52.7,13.2,16.88,23.71,46.1,11.5,8.4,21.6,22.4,19.6,35
06.08.2020,09:46:21,25.20,23.33,52.8,13.3,16.93,23.70,45.9,11.5,8.4,21.6,22.4,19.4,35
06.08.2020,09:46:31,25.21,23.40,52.7,13.3,16.96,23.70,46.4,11.6,8.5,21.5,22.3,19.2,34
06.08.2020,09:46:41,25.21,23.46,52.8,13.4,17.03,23.71,45.4,11.3,8.3,21.6,22.3,19.1,35
06.08.2020,09:46:51,25.21,23.48,53.0,13.5,17.08,23.72,46.6,11.7,8.5,21.5,22.3,19.0,35
06.08.2020,09:47:01,25.22,23.46,53.6,13.6,17.15,23.72,46.6,11.7,8.5,21.5,22.3,19.0,35
06.08.2020,09:47:11,25.22,23.39,53.5,13.5,17.08,23.73,46.6,11.7,8.5,21.4,22.3,19.0,36
06.08.2020,09:47:21,25.22,23.34,53.3,13.4,17.01,23.72,46.2,11.6,8.4,21.4,22.2,19.0,35
06.08.2020,09:47:31,25.23,23.37,53.2,13.4,17.02,23.72,45.4,11.3,8.3,21.4,22.2,18.9,35
06.08.2020,09:47:41,25.23,23.39,53.4,13.5,17.06,23.72,47.2,11.9,8.6,21.5,22.2,18.9,35
06.08.2020,09:47:51,25.24,23.37,54.1,13.7,17.15,23.72,46.5,11.7,8.5,21.4,22.2,19.0,35
06.08.2020,09:48:01,25.24,23.33,54.2,13.7,17.13,23.72,47.3,11.9,8.7,21.4,22.2,18.9,35
06.08.2020,09:48:11,25.24,23.34,54.6,13.8,17.20,23.72,47.1,11.9,8.6,21.5,22.2,18.8,36
06.08.2020,09:48:21,25.24,23.33,54.4,13.7,17.15,23.73,47.6,12.1,8.7,21.4,22.2,18.8,35
06.08.2020,09:48:31,25.25,23.57,51.8,13.2,16.97,23.73,45.4,11.3,8.3,21.4,22.2,18.8,35
06.08.2020,09:48:41,25.25,23.61,50.9,13.0,16.86,23.73,45.6,11.4,8.3,21.4,22.2,18.7,35
06.08.2020,09:48:51,25.25,23.66,49.9,12.7,16.74,23.74,45.5,11.4,8.3,21.4,22.3,18.5,36
06.08.2020,09:49:01,25.26,23.73,49.5,12.6,16.73,23.75,44.8,11.2,8.2,21.5,22.3,18.5,36
06.08.2020,09:49:11,25.26,23.76,49.5,12.7,16.76,23.77,45.5,11.4,8.3,21.4,22.3,18.6,35
06.08.2020,09:49:21,25.26,23.69,50.1,12.8,16.79,23.78,46.4,11.7,8.5,21.4,22.2,18.7,35
06.08.2020,09:49:31,25.27,23.65,50.8,13.0,16.87,23.78,46.8,11.8,8.6,21.4,22.2,18.6,35
06.08.2020,09:49:41,25.27,23.77,50.1,12.9,16.87,23.78,44.0,10.9,8.1,21.5,22.2,18.6,35
06.08.2020,09:49:51,25.29,24.00,48.7,12.6,16.83,23.81,44.2,11.0,8.1,21.4,22.3,18.6,36
06.08.2020,09:50:01,25.29,23.98,49.1,12.7,16.87,23.85,46.2,11.7,8.5,21.5,22.3,18.7,35
06.08.2020,09:50:11,25.28,23.91,49.7,12.9,16.93,23.87,45.8,11.6,8.4,21.4,22.3,18.7,36
06.08.2020,09:50:21,25.29,23.78,50.7,13.1,16.97,23.89,46.4,11.8,8.6,21.4,22.3,18.7,36
06.08.2020,09:50:31,25.29,23.73,50.7,13.0,16.92,23.89,45.7,11.6,8.4,21.5,22.3,18.8,36
06.08.2020,09:50:41,25.30,23.75,50.8,13.0,16.95,23.89,45.6,11.5,8.4,21.5,22.3,19.0,38
06.08.2020,09:50:51,25.31,23.73,50.9,13.1,16.95,23.90,45.7,11.6,8.4,21.5,22.3,19.0,36
06.08.2020,09:51:01,25.32,23.64,50.8,13.0,16.87,23.90,45.4,11.5,8.4,21.5,22.3,19.0,36
06.08.2020,09:51:11,25.33,23.57,50.8,12.9,16.81,23.89,45.2,11.4,8.3,21.6,22.3,19.0,36
06.08.2020,09:51:21,25.33,23.61,50.3,12.8,16.77,23.89,44.9,11.3,8.3,21.7,22.3,18.9,36
06.08.2020,09:51:31,25.34,23.60,50.3,12.8,16.75,23.90,45.9,11.7,8.5,21.7,22.3,18.8,36
06.08.2020,09:51:41,25.34,23.59,50.8,12.9,16.82,23.90,46.0,11.7,8.5,21.7,22.2,18.9,36
06.08.2020,09:51:51,25.35,23.60,51.7,13.2,16.97,23.90,44.7,11.3,8.3,21.8,22.3,18.9,36
06.08.2020,09:52:01,25.35,23.68,51.4,13.2,17.00,23.92,44.8,11.3,8.3,21.9,22.3,19.0,36
06.08.2020,09:52:11,25.36,23.75,51.0,13.1,16.99,23.94,44.7,11.3,8.3,21.9,22.3,19.0,35
06.08.2020,09:52:21,25.36,23.79,50.8,13.1,16.99,23.96,44.6,11.3,8.3,21.9,22.4,19.1,35
06.08.2020,09:52:31,25.37,23.78,50.9,13.1,16.99,23.99,46.7,12.0,8.7,21.8,22.4,19.1,35
06.08.2020,09:52:41,25.37,23.66,51.6,13.2,17.01,23.99,47.8,12.4,8.9,21.7,22.4,19.1,38
06.08.2020,09:52:51,25.38,23.63,51.9,13.3,17.03,23.99,47.9,12.4,8.9,21.7,22.3,19.0,38
06.08.2020,09:53:01,25.38,23.76,51.7,13.4,17.12,23.99,46.0,11.8,8.5,21.7,22.4,19.1,36
06.08.2020,09:53:11,25.39,23.91,51.4,13.4,17.18,24.01,45.6,11.7,8.5,21.8,22.4,19.2,36
06.08.2020,09:53:21,25.39,23.89,52.1,13.6,17.28,24.03,46.6,12.0,8.7,21.8,22.4,19.3,36
06.08.2020,09:53:31,25.40,23.87,52.8,13.8,17.37,24.05,46.3,11.9,8.6,21.8,22.4,19.3,36
06.08.2020,09:53:41,25.41,23.97,52.1,13.6,17.34,24.07,43.8,11.1,8.2,21.8,22.5,19.3,39
06.08.2020,09:53:51,25.42,24.04,51.3,13.5,17.29,24.10,45.2,11.6,8.5,21.8,22.5,19.2,36
06.08.2020,09:54:01,25.43,23.91,52.3,13.6,17.32,24.12,47.6,12.4,8.9,21.9,22.5,19.3,36
06.08.2020,09:54:11,25.43,23.85,52.1,13.6,17.25,24.12,45.9,11.9,8.6,22.0,22.5,19.2,36
06.08.2020,09:54:21,25.45,23.89,51.7,13.5,17.21,24.12,44.7,11.5,8.4,22.0,22.6,19.2,36
06.08.2020,09:54:31,25.46,23.95,51.7,13.5,17.26,24.14,46.3,12.0,8.7,22.0,22.5,19.2,37
06.08.2020,09:54:41,25.47,23.96,52.3,13.7,17.36,24.15,46.5,12.1,8.7,21.9,22.5,19.2,36
06.08.2020,09:54:51,25.47,23.94,52.6,13.8,17.41,24.16,46.7,12.2,8.8,21.9,22.5,19.3,36
06.08.2020,09:55:01,25.48,23.90,53.2,13.9,17.47,24.16,46.3,12.0,8.7,22.0,22.5,19.4,36
06.08.2020,09:55:11,25.49,23.86,54.4,14.2,17.61,24.17,45.9,11.9,8.6,22.0,22.5,19.4,37
06.08.2020,09:55:21,25.50,23.84,54.6,14.3,17.62,24.18,46.6,12.1,8.8,22.1,22.5,19.3,37
06.08.2020,09:55:31,25.51,23.83,54.7,14.3,17.63,24.18,46.3,12.0,8.7,22.1,22.5,19.3,37
06.08.2020,09:55:41,25.53,23.79,54.0,14.0,17.49,24.18,46.7,12.2,8.8,22.1,22.5,19.2,38
06.08.2020,09:55:51,25.54,23.80,53.5,13.9,17.42,24.17,46.5,12.1,8.7,22.1,22.4,19.2,37
06.08.2020,09:56:01,25.54,23.82,54.0,14.1,17.52,24.17,45.4,11.7,8.5,22.1,22.4,19.1,38
06.08.2020,09:56:11,25.54,23.81,54.5,14.2,17.58,24.16,46.1,12.0,8.7,22.0,22.4,19.2,39
06.08.2020,09:56:21,25.55,23.77,54.8,14.2,17.58,24.16,45.7,11.8,8.6,21.9,22.3,19.3,53
06.08.2020,09:56:31,25.56,23.73,54.1,14.0,17.46,24.16,47.1,12.3,8.8,21.7,22.3,19.3,52
06.08.2020,09:56:41,25.57,23.73,53.4,13.8,17.33,24.16,46.7,12.2,8.8,21.7,22.4,19.3,45
06.08.2020,09:56:51,25.58,24.14,50.4,13.3,17.22,24.17,45.5,11.8,8.5,21.8,22.4,19.4,55
06.08.2020,09:57:01,25.58,24.28,49.8,13.2,17.23,24.19,45.3,11.7,8.5,21.9,22.4,19.3,61
06.08.2020,09:57:11,25.59,24.22,50.0,13.3,17.22,24.22,46.8,12.2,8.8,21.9,22.4,19.4,53
06.08.2020,09:57:21,25.60,24.16,50.0,13.2,17.17,24.23,46.5,12.2,8.8,22.0,22.4,19.4,65
06.08.2020,09:57:31,25.61,24.07,49.8,13.1,17.07,24.23,46.4,12.1,8.8,22.1,22.4,19.4,64
06.08.2020,09:57:41,25.62,23.99,50.2,13.1,17.06,24.22,46.7,12.2,8.8,22.1,22.4,19.4,67
06.08.2020,09:57:51,25.63,24.05,49.9,13.1,17.06,24.22,45.9,11.9,8.7,22.2,22.5,19.4,68
06.08.2020,09:58:01,25.63,24.14,49.8,13.1,17.12,24.23,45.2,11.7,8.5,22.2,22.5,19.4,74
06.08.2020,09:58:11,25.64,24.25,49.7,13.2,17.20,24.25,44.9,11.6,8.5,22.2,22.6,19.4,61
06.08.2020,09:58:21,25.65,24.34,50.0,13.4,17.31,24.27,44.8,11.6,8.5,22.3,22.6,19.5,62
06.08.2020,09:58:31,25.67,24.44,49.8,13.4,17.36,24.31,44.8,11.7,8.5,22.4,22.7,19.5,58
06.08.2020,09:58:41,25.68,24.45,50.1,13.5,17.43,24.33,44.7,11.6,8.5,22.4,22.7,19.5,55
06.08.2020,09:58:51,25.68,24.40,50.7,13.6,17.48,24.36,45.6,12.0,8.7,22.5,22.7,19.6,53
06.08.2020,09:59:01,25.69,24.36,51.6,13.9,17.58,24.38,44.5,11.6,8.5,22.4,22.8,19.7,51
06.08.2020,09:59:11,25.70,24.32,51.4,13.8,17.52,24.40,44.2,11.5,8.4,22.4,22.7,19.6,46
06.08.2020,09:59:21,25.72,24.31,51.1,13.7,17.46,24.41,44.9,11.8,8.6,22.4,22.7,19.5,46
06.08.2020,09:59:31,25.74,24.31,50.9,13.6,17.44,24.42,44.0,11.5,8.4,22.4,22.7,19.6,44
06.08.2020,09:59:41,25.75,24.31,50.8,13.6,17.43,24.44,44.0,11.5,8.4,22.4,22.7,19.5,45
06.08.2020,09:59:51,25.77,24.27,51.8,13.9,17.55,24.46,44.9,11.8,8.6,22.4,22.7,19.6,42
06.08.2020,10:00:01,25.78,24.23,52.7,14.1,17.66,24.47,45.5,12.0,8.7,22.4,22.7,19.6,44
06.08.2020,10:00:11,25.79,24.18,53.1,14.2,17.68,24.47,45.4,12.0,8.7,22.5,22.7,19.6,44
06.08.2020,10:00:21,25.80,24.15,52.7,14.0,17.57,24.47,45.4,12.0,8.7,22.5,22.7,19.6,44
06.08.2020,10:00:31,25.82,24.08,51.8,13.7,17.39,24.46,45.0,11.9,8.6,22.6,22.7,19.5,43
06.08.2020,10:00:41,25.83,24.04,51.5,13.5,17.30,24.45,45.2,11.9,8.6,22.5,22.7,19.5,43
06.08.2020,10:00:51,25.84,23.99,51.2,13.4,17.22,24.43,45.1,11.9,8.6,22.5,22.7,19.5,42
06.08.2020,10:01:01,25.85,23.98,51.1,13.4,17.19,24.42,45.2,11.9,8.6,22.4,22.7,19.5,43
06.08.2020,10:01:11,25.87,24.08,50.0,13.1,17.11,24.41,44.0,11.5,8.4,22.3,22.7,19.6,41
06.08.2020,10:01:21,25.88,24.15,49.6,13.1,17.10,24.41,44.8,11.8,8.5,22.2,22.7,19.6,41
06.08.2020,10:01:31,25.89,24.13,49.5,13.0,17.07,24.42,44.3,11.6,8.4,22.3,22.7,19.6,40
06.08.2020,10:01:41,25.91,24.11,49.7,13.1,17.08,24.42,44.5,11.7,8.5,22.3,22.7,19.6,41
06.08.2020,10:01:51,25.92,24.18,49.8,13.2,17.16,24.43,44.3,11.6,8.5,22.3,22.6,19.6,40
06.08.2020,10:02:01,25.93,24.26,49.6,13.2,17.19,24.45,43.6,11.4,8.3,22.4,22.7,19.6,39
06.08.2020,10:02:11,25.95,24.34,49.1,13.1,17.17,24.46,43.9,11.5,8.4,22.5,22.7,19.6,39
06.08.2020,10:02:21,25.96,24.38,49.1,13.1,17.20,24.48,44.6,11.7,8.5,22.6,22.7,19.5,38
06.08.2020,10:02:31,25.98,24.37,49.9,13.4,17.32,24.50,43.8,11.5,8.4,22.6,22.8,19.5,39
06.08.2020,10:02:41,25.99,24.35,50.3,13.5,17.38,24.52,45.8,12.2,8.8,22.5,22.7,19.6,40
06.08.2020,10:02:51,25.99,24.32,50.8,13.6,17.43,24.53,46.1,12.3,8.9,22.4,22.7,19.6,39
06.08.2020,10:03:01,26.01,24.27,51.3,13.7,17.47,24.54,45.9,12.2,8.8,22.3,22.7,19.7,38
06.08.2020,10:03:11,26.02,24.24,51.3,13.7,17.44,24.54,44.6,11.8,8.6,22.3,22.8,19.6,38
06.08.2020,10:03:21,26.04,24.28,51.1,13.6,17.44,24.54,44.5,11.8,8.5,22.4,22.8,19.7,38
06.08.2020,10:03:31,26.06,24.28,51.6,13.8,17.52,24.55,43.5,11.4,8.4,22.4,22.8,19.6,38
06.08.2020,10:03:41,26.07,24.33,51.2,13.7,17.50,24.57,43.7,11.5,8.4,22.4,22.9,19.5,38
06.08.2020,10:03:51,26.08,24.41,50.5,13.6,17.45,24.59,43.5,11.5,8.4,22.5,22.9,19.4,39
06.08.2020,10:04:01,26.10,24.45,49.9,13.4,17.39,24.61,46.2,12.4,8.9,22.6,22.9,19.4,39
06.08.2020,10:04:11,26.11,24.48,49.8,13.4,17.40,24.63,45.6,12.2,8.8,22.5,22.9,19.5,39
06.08.2020,10:04:21,26.12,24.51,49.5,13.4,17.37,24.64,45.2,12.1,8.7,22.6,22.9,19.4,39
06.08.2020,10:04:31,26.14,24.43,50.2,13.5,17.42,24.64,45.7,12.3,8.8,22.6,22.8,19.5,39
06.08.2020,10:04:41,26.15,24.39,50.7,13.6,17.47,24.65,45.6,12.2,8.8,22.6,22.8,19.5,39
06.08.2020,10:04:51,26.15,24.34,51.2,13.7,17.51,24.65,45.7,12.3,8.8,22.6,22.8,19.6,39
06.08.2020,10:05:01,26.16,24.26,51.5,13.7,17.49,24.65,46.6,12.6,9.0,22.4,22.8,19.6,39
06.08.2020,10:05:11,26.18,24.27,52.0,13.9,17.57,24.64,44.7,11.9,8.6,22.4,22.8,19.6,39
06.08.2020,10:05:21,26.19,24.34,51.7,13.9,17.58,24.64,44.1,11.7,8.5,22.4,22.8,19.5,39
06.08.2020,10:05:31,26.20,24.37,51.7,13.9,17.62,24.65,44.2,11.8,8.5,22.4,22.8,19.5,39
06.08.2020,10:05:41,26.21,24.35,52.7,14.2,17.76,24.66,44.3,11.8,8.6,22.5,22.8,19.6,39
06.08.2020,10:05:51,26.22,24.35,52.9,14.2,17.78,24.67,44.0,11.7,8.5,22.5,22.9,19.6,39
06.08.2020,10:06:01,26.23,24.36,52.9,14.2,17.79,24.68,44.2,11.8,8.6,22.6,22.9,19.6,39
06.08.2020,10:06:11,26.24,24.38,52.9,14.3,17.81,24.69,45.2,12.1,8.8,22.6,22.9,19.7,39
06.08.2020,10:06:21,26.25,24.28,52.1,13.9,17.59,24.69,44.1,11.8,8.5,22.4,22.8,19.6,39
06.08.2020,10:06:31,26.26,24.27,49.5,13.1,17.18,24.68,43.0,11.4,8.3,22.4,22.8,19.5,39
06.08.2020,10:06:41,26.26,24.23,48.5,12.8,16.98,24.66,43.7,11.6,8.5,22.4,22.8,19.3,39
06.08.2020,10:06:51,26.28,24.19,48.5,12.8,16.95,24.64,44.4,11.8,8.6,22.4,22.8,19.4,39
06.08.2020,10:07:01,26.29,24.21,48.5,12.8,16.97,24.63,43.7,11.6,8.4,22.4,22.8,19.4,39
06.08.2020,10:07:11,26.28,24.15,48.9,12.9,16.99,24.62,45.0,12.0,8.7,22.4,22.8,19.5,39
06.08.2020,10:07:21,26.29,24.18,48.9,12.9,17.00,24.61,44.2,11.7,8.5,22.4,22.9,19.4,39
06.08.2020,10:07:31,26.29,24.23,48.6,12.8,17.00,24.61,43.8,11.6,8.4,22.4,22.9,19.4,39
06.08.2020,10:07:41,26.30,24.31,48.5,12.9,17.05,24.61,43.6,11.5,8.4,22.5,22.9,19.4,39
06.08.2020,10:07:51,26.30,24.36,49.2,13.1,17.20,24.63,43.5,11.5,8.4,22.6,22.9,19.5,40
06.08.2020,10:08:01,26.30,24.37,49.8,13.4,17.32,24.64,43.2,11.4,8.3,22.5,22.9,19.6,39
06.08.2020,10:08:11,26.31,24.39,50.3,13.5,17.41,24.66,43.0,11.4,8.3,22.3,22.9,19.5,39
06.08.2020,10:08:21,26.33,24.42,50.4,13.6,17.45,24.67,43.2,11.4,8.4,22.3,22.8,19.6,40
06.08.2020,10:08:31,26.31,24.58,49.0,13.3,17.35,24.69,43.1,11.4,8.4,22.3,22.9,19.5,40
06.08.2020,10:08:41,26.34,24.45,49.0,13.2,17.25,24.70,45.1,12.1,8.7,22.4,22.8,19.4,40
06.08.2020,10:08:51,26.34,24.31,49.3,13.1,17.18,24.70,45.6,12.3,8.8,22.4,22.8,19.4,40
06.08.2020,10:09:01,26.35,24.21,49.7,13.1,17.16,24.68,45.4,12.2,8.8,22.5,22.8,19.4,40
06.08.2020,10:09:11,26.35,24.23,49.3,13.0,17.11,24.67,43.4,11.5,8.4,22.5,22.8,19.3,40
06.08.2020,10:09:21,26.36,24.29,49.0,13.0,17.11,24.66,43.3,11.5,8.4,22.5,22.8,19.3,40
06.08.2020,10:09:31,26.37,24.39,48.2,12.9,17.07,24.67,43.8,11.6,8.5,22.4,22.8,19.4,40
06.08.2020,10:09:41,26.37,24.49,47.9,12.8,17.09,24.68,43.7,11.6,8.5,22.4,22.9,19.5,40
06.08.2020,10:09:51,26.37,24.61,48.0,13.0,17.21,24.69,43.2,11.5,8.4,22.4,22.9,19.4,41
06.08.2020,10:10:01,26.38,24.80,47.4,13.0,17.26,24.72,42.5,11.2,8.2,22.6,23.0,19.5,40
06.08.2020,10:10:11,26.38,24.95,46.4,12.8,17.22,24.75,42.8,11.4,8.3,22.6,23.0,19.6,40
06.08.2020,10:10:21,26.39,25.07,45.8,12.7,17.22,24.79,42.8,11.4,8.3,22.4,23.1,19.5,40
06.08.2020,10:10:31,26.40,25.17,45.4,12.6,17.24,24.84,42.6,11.4,8.3,22.5,23.1,19.6,40
06.08.2020,10:10:41,26.41,25.18,46.0,12.9,17.34,24.89,41.8,11.1,8.2,22.6,23.1,19.6,40
06.08.2020,10:10:51,26.42,25.13,47.1,13.2,17.49,24.93,42.4,11.4,8.3,22.6,23.2,19.7,40
06.08.2020,10:11:01,26.44,25.10,48.2,13.5,17.64,24.98,43.3,11.8,8.5,22.7,23.2,19.7,41
06.08.2020,10:11:11,26.45,24.93,49.4,13.7,17.70,25.01,43.8,12.0,8.7,22.7,23.1,19.8,41
06.08.2020,10:11:21,26.46,24.89,49.3,13.7,17.66,25.02,43.2,11.8,8.5,22.7,23.2,20.2,41
06.08.2020,10:11:31,26.46,24.86,48.9,13.5,17.57,25.03,42.8,11.6,8.5,22.8,23.2,20.3,41
06.08.2020,10:11:41,26.47,24.84,48.7,13.4,17.51,25.03,43.0,11.7,8.5,22.9,23.2,20.4,41
06.08.2020,10:11:51,26.49,24.84,48.3,13.3,17.44,25.03,41.9,11.3,8.3,22.9,23.2,20.4,41
06.08.2020,10:12:01,26.50,24.86,47.3,13.0,17.30,25.03,41.5,11.2,8.2,23.0,23.2,20.5,41
06.08.2020,10:12:11,26.51,24.86,46.8,12.8,17.22,25.04,42.4,11.5,8.4,22.9,23.2,20.4,41
06.08.2020,10:12:21,26.53,24.82,46.9,12.8,17.20,25.05,42.8,11.6,8.5,22.9,23.2,20.4,41
06.08.2020,10:12:31,26.54,24.81,46.3,12.6,17.10,25.05,42.7,11.6,8.5,22.9,23.2,20.5,41
06.08.2020,10:12:41,26.55,24.76,46.3,12.6,17.05,25.04,42.8,11.6,8.5,23.0,23.1,20.5,42
06.08.2020,10:12:51,26.56,24.70,46.2,12.5,16.98,25.03,42.5,11.5,8.4,23.0,23.1,20.5,42
06.08.2020,10:13:01,26.58,24.75,45.8,12.4,16.96,25.02,42.9,11.6,8.5,23.1,23.0,20.5,42
06.08.2020,10:13:11,26.59,24.78,46.0,12.5,17.02,25.02,42.6,11.5,8.4,23.1,23.1,20.5,42
06.08.2020,10:13:21,26.60,24.80,46.0,12.5,17.04,25.03,43.1,11.7,8.5,23.1,23.1,20.5,42
06.08.2020,10:13:31,26.60,24.82,46.1,12.5,17.06,25.03,42.3,11.4,8.4,23.2,23.1,20.5,42
06.08.2020,10:13:41,26.60,24.77,46.5,12.7,17.10,25.03,42.9,11.7,8.5,23.1,23.1,20.5,42
06.08.2020,10:13:51,26.61,24.69,47.0,12.7,17.10,25.02,42.9,11.6,8.5,23.1,23.1,20.5,42
06.08.2020,10:14:01,26.63,24.64,46.9,12.7,17.06,25.01,42.6,11.5,8.4,23.1,23.0,20.5,42
06.08.2020,10:14:11,26.63,24.58,46.9,12.6,17.00,25.00,43.4,11.8,8.6,23.1,23.0,20.5,42
06.08.2020,10:14:21,26.64,24.67,46.8,12.7,17.07,24.99,42.3,11.4,8.3,23.1,23.0,20.5,42
06.08.2020,10:14:31,26.65,24.68,47.6,12.9,17.20,25.00,43.6,11.9,8.6,23.2,23.0,20.5,42
06.08.2020,10:14:41,26.65,24.58,48.2,13.0,17.23,25.01,44.6,12.2,8.8,23.2,23.0,20.6,42
06.08.2020,10:14:51,26.65,24.57,49.2,13.3,17.39,25.01,44.4,12.2,8.8,23.2,23.0,20.6,42
06.08.2020,10:15:01,26.66,24.55,50.3,13.7,17.54,25.02,45.2,12.4,8.9,23.2,23.1,20.6,42
06.08.2020,10:15:11,26.67,24.49,51.1,13.8,17.62,25.02,45.1,12.4,8.9,23.2,23.1,20.6,42
06.08.2020,10:15:21,26.67,24.46,51.7,14.0,17.70,25.01,44.3,12.1,8.8,23.1,23.1,20.5,43
06.08.2020,10:15:31,26.68,24.42,52.5,14.2,17.78,24.99,44.4,12.1,8.8,23.0,23.1,20.6,43
06.08.2020,10:15:41,26.69,24.41,52.8,14.3,17.82,24.98,42.6,11.5,8.4,22.9,23.1,20.5,43
06.08.2020,10:15:51,26.69,24.39,52.4,14.1,17.74,24.97,44.8,12.3,8.8,22.8,23.1,20.5,43
06.08.2020,10:16:01,26.69,24.29,52.2,14.0,17.62,24.95,43.3,11.7,8.5,22.8,23.0,20.4,43
06.08.2020,10:16:11,26.70,24.21,51.8,13.8,17.49,24.93,43.4,11.7,8.5,22.8,22.9,20.4,43
06.08.2020,10:16:21,26.71,24.15,51.6,13.7,17.42,24.91,44.0,11.9,8.6,22.8,22.9,20.3,43
06.08.2020,10:16:31,26.71,24.21,51.8,13.8,17.50,24.89,42.0,11.2,8.2,22.8,22.9,20.4,43
06.08.2020,10:16:41,26.72,24.42,50.4,13.6,17.45,24.90,43.5,11.7,8.5,22.8,22.9,20.4,43
06.08.2020,10:16:51,26.72,24.43,50.8,13.7,17.52,24.92,44.6,12.1,8.8,22.6,22.9,20.4,43
06.08.2020,10:17:01,26.73,24.41,51.2,13.8,17.57,24.92,44.0,11.9,8.6,22.5,22.9,20.4,43
06.08.2020,10:17:11,26.73,24.38,51.6,13.9,17.60,24.92,43.5,11.8,8.5,22.5,22.9,20.5,43
06.08.2020,10:17:21,26.74,24.39,52.3,14.1,17.72,24.92,43.6,11.8,8.6,22.6,23.0,20.5,43
06.08.2020,10:17:31,26.75,24.37,52.9,14.3,17.81,24.92,43.4,11.7,8.5,22.6,23.0,20.5,43
06.08.2020,10:17:41,26.75,24.38,53.5,14.4,17.90,24.92,43.7,11.8,8.6,22.6,23.0,20.5,43
06.08.2020,10:17:51,26.75,24.40,53.4,14.4,17.92,24.92,43.5,11.8,8.5,22.5,23.0,20.5,43
06.08.2020,10:18:01,26.76,24.42,53.8,14.6,17.99,24.93,42.3,11.4,8.3,22.5,23.0,20.5,43
06.08.2020,10:18:11,26.76,24.43,53.8,14.6,17.99,24.95,42.4,11.4,8.3,22.5,23.0,20.5,43
06.08.2020,10:18:21,26.77,24.40,54.0,14.6,18.00,24.97,45.4,12.5,9.0,22.6,23.1,20.6,43
06.08.2020,10:18:31,26.77,24.44,53.6,14.5,17.97,24.98,43.7,11.9,8.6,22.7,23.1,20.6,43
06.08.2020,10:18:41,26.78,24.52,53.0,14.4,17.94,24.99,44.2,12.1,8.7,22.8,23.0,20.6,43
06.08.2020,10:18:51,26.78,24.48,52.7,14.3,17.87,24.99,44.1,12.0,8.7,22.9,23.0,20.7,43
06.08.2020,10:19:01,26.79,24.51,52.0,14.1,17.77,25.00,43.1,11.7,8.5,22.9,23.1,20.6,43
06.08.2020,10:19:11,26.80,24.53,51.5,14.0,17.72,25.00,43.8,11.9,8.6,23.0,23.1,20.6,43
06.08.2020,10:19:21,26.81,24.52,51.5,14.0,17.70,25.01,44.8,12.3,8.9,22.9,23.1,20.6,43
06.08.2020,10:19:31,26.82,24.54,51.2,13.9,17.67,25.01,44.1,12.1,8.7,22.8,23.1,20.6,43
06.08.2020,10:19:41,26.82,24.60,51.0,13.9,17.70,25.02,44.5,12.2,8.8,22.8,23.1,20.6,43
06.08.2020,10:19:51,26.83,24.62,50.8,13.9,17.68,25.03,44.9,12.3,8.9,22.8,23.1,20.6,43
06.08.2020,10:20:01,26.84,24.69,50.3,13.8,17.65,25.04,44.9,12.4,8.9,22.7,23.2,20.7,44
06.08.2020,10:20:11,26.85,24.74,50.3,13.8,17.69,25.05,44.8,12.3,8.9,22.7,23.2,20.7,44
06.08.2020,10:20:21,26.85,24.78,50.5,13.9,17.76,25.06,43.9,12.0,8.7,22.7,23.2,20.7,43
06.08.2020,10:20:31,26.86,24.84,50.9,14.1,17.88,25.08,43.3,11.8,8.6,22.8,23.2,20.7,43
06.08.2020,10:20:41,26.87,24.83,49.4,13.6,17.62,25.09,42.1,11.4,8.4,22.8,23.1,20.8,43
06.08.2020,10:20:51,26.88,24.87,47.6,13.1,17.35,25.11,42.4,11.6,8.4,22.7,23.1,20.7,43
06.08.2020,10:21:01,26.89,24.82,46.2,12.6,17.09,25.10,41.8,11.3,8.3,22.8,23.1,20.7,43
